Classe di età,Tipo attività,Periodo temporale di riferimento,Value
45-64 anni,tempo libero,giorno medio settimanale 06:40 - 06:50,2.1
45-64 anni,tempo libero,giorno medio settimanale 06:50 - 07:00,2.5
45-64 anni,tempo libero,giorno medio settimanale 07:00 - 07:10,3.0
45-64 anni,tempo libero,giorno medio settimanale 07:10 - 07:20,3.1
45-64 anni,tempo libero,giorno medio settimanale 07:20 - 07:30,3.8
45-64 anni,tempo libero,giorno medio settimanale 07:30 - 07:40,4.5
45-64 anni,tempo libero,giorno medio settimanale 07:40 - 07:50,5.3
45-64 anni,tempo libero,giorno medio settimanale 07:50 - 08:00,5.3
45-64 anni,tempo libero,giorno medio settimanale 08:00 - 08:10,6.2
45-64 anni,tempo libero,giorno medio settimanale 08:10 - 08:20,7.4
45-64 anni,tempo libero,giorno medio settimanale 08:20 - 08:30,8.1
45-64 anni,tempo libero,giorno medio settimanale 08:30 - 08:40,8.2
45-64 anni,tempo libero,giorno medio settimanale 08:40 - 08:50,9.0
45-64 anni,tempo libero,giorno medio settimanale 08:50 - 09:00,9.0
45-64 anni,tempo libero,giorno medio settimanale 09:00 - 09:10,9.3
45-64 anni,tempo libero,giorno medio settimanale 09:10 - 09:20,10.2
45-64 anni,tempo libero,giorno medio settimanale 09:20 - 09:30,11.3
45-64 anni,tempo libero,giorno medio settimanale 09:30 - 09:40,11.9
45-64 anni,tempo libero,giorno medio settimanale 09:40 - 09:50,12.8
45-64 anni,tempo libero,giorno medio settimanale 09:50 - 10:00,12.9
45-64 anni,tempo libero,giorno medio settimanale 10:00 - 10:10,13.4
45-64 anni,tempo libero,giorno medio settimanale 10:10 - 10:20,15.3
45-64 anni,tempo libero,giorno medio settimanale 10:20 - 10:30,15.9
45-64 anni,tempo libero,giorno medio settimanale 10:30 - 10:40,16.3
45-64 anni,tempo libero,giorno medio settimanale 10:40 - 10:50,17.0
45-64 anni,tempo libero,giorno medio settimanale 10:50 - 11:00,17.6
45-64 anni,tempo libero,giorno medio settimanale 11:00 - 11:10,17.6
45-64 anni,tempo libero,giorno medio settimanale 11:10 - 11:20,18.8
45-64 anni,tempo libero,giorno medio settimanale 11:20 - 11:30,19.4
45-64 anni,tempo libero,giorno medio settimanale 11:30 - 11:40,18.6
45-64 anni,tempo libero,giorno medio settimanale 11:40 - 11:50,18.3
45-64 anni,tempo libero,giorno medio settimanale 11:50 - 12:00,17.6
45-64 anni,tempo libero,giorno medio settimanale 12:00 - 12:10,14.7
45-64 anni,tempo libero,giorno medio settimanale 12:10 - 12:20,14.7
45-64 anni,tempo libero,giorno medio settimanale 12:20 - 12:30,14.3
45-64 anni,tempo libero,giorno medio settimanale 12:30 - 12:40,13.6
45-64 anni,tempo libero,giorno medio settimanale 12:40 - 12:50,13.3
45-64 anni,tempo libero,giorno medio settimanale 12:50 - 13:00,12.1
45-64 anni,tempo libero,giorno medio settimanale 13:00 - 13:10,12.5
45-64 anni,tempo libero,giorno medio settimanale 13:10 - 13:20,13.1
45-64 anni,tempo libero,giorno medio settimanale 13:20 - 13:30,13.9
45-64 anni,tempo libero,giorno medio settimanale 13:30 - 13:40,15.7
45-64 anni,tempo libero,giorno medio settimanale 13:40 - 13:50,17.5
45-64 anni,tempo libero,giorno medio settimanale 13:50 - 14:00,18.6
45-64 anni,tempo libero,giorno medio settimanale 14:00 - 14:10,25.3
45-64 anni,tempo libero,giorno medio settimanale 14:10 - 14:20,28.2
45-64 anni,tempo libero,giorno medio settimanale 14:20 - 14:30,30.2
45-64 anni,tempo libero,giorno medio settimanale 14:30 - 14:40,32.1
45-64 anni,tempo libero,giorno medio settimanale 14:40 - 14:50,33.3
45-64 anni,tempo libero,giorno medio settimanale 14:50 - 15:00,34.2
45-64 anni,tempo libero,giorno medio settimanale 15:00 - 15:10,35.9
45-64 anni,tempo libero,giorno medio settimanale 15:10 - 15:20,37.7
45-64 anni,tempo libero,giorno medio settimanale 15:20 - 15:30,38.7
45-64 anni,tempo libero,giorno medio settimanale 15:30 - 15:40,39.0
45-64 anni,tempo libero,giorno medio settimanale 15:40 - 15:50,39.1
45-64 anni,tempo libero,giorno medio settimanale 15:50 - 16:00,38.7
45-64 anni,tempo libero,giorno medio settimanale 16:00 - 16:10,34.1
45-64 anni,tempo libero,giorno medio settimanale 16:10 - 16:20,37.2
45-64 anni,tempo libero,giorno medio settimanale 16:20 - 16:30,37.6
45-64 anni,tempo libero,giorno medio settimanale 16:30 - 16:40,38.2
45-64 anni,tempo libero,giorno medio settimanale 16:40 - 16:50,38.6
45-64 anni,tempo libero,giorno medio settimanale 16:50 - 17:00,38.6
45-64 anni,tempo libero,giorno medio settimanale 17:00 - 17:10,35.9
45-64 anni,tempo libero,giorno medio settimanale 17:10 - 17:20,37.4
45-64 anni,tempo libero,giorno medio settimanale 17:20 - 17:30,38.3
45-64 anni,tempo libero,giorno medio settimanale 17:30 - 17:40,38.7
45-64 anni,tempo libero,giorno medio settimanale 17:40 - 17:50,39.2
45-64 anni,tempo libero,giorno medio settimanale 17:50 - 18:00,38.9
45-64 anni,tempo libero,giorno medio settimanale 18:00 - 18:10,37.0
45-64 anni,tempo libero,giorno medio settimanale 18:10 - 18:20,38.9
45-64 anni,tempo libero,giorno medio settimanale 18:20 - 18:30,40.2
45-64 anni,tempo libero,giorno medio settimanale 18:30 - 18:40,39.8
45-64 anni,tempo libero,giorno medio settimanale 18:40 - 18:50,40.0
45-64 anni,tempo libero,giorno medio settimanale 18:50 - 19:00,37.1
45-64 anni,tempo libero,giorno medio settimanale 19:00 - 19:10,30.2
45-64 anni,tempo libero,giorno medio settimanale 19:10 - 19:20,31.5
45-64 anni,tempo libero,giorno medio settimanale 19:20 - 19:30,30.7
45-64 anni,tempo libero,giorno medio settimanale 19:30 - 19:40,29.6
45-64 anni,tempo libero,giorno medio settimanale 19:40 - 19:50,28.0
45-64 anni,tempo libero,giorno medio settimanale 19:50 - 20:00,25.4
45-64 anni,tempo libero,giorno medio settimanale 20:00 - 20:10,23.0
45-64 anni,tempo libero,giorno medio settimanale 20:10 - 20:20,24.2
45-64 anni,tempo libero,giorno medio settimanale 20:20 - 20:30,24.8
45-64 anni,tempo libero,giorno medio settimanale 20:30 - 20:40,27.8
45-64 anni,tempo libero,giorno medio settimanale 20:40 - 20:50,31.0
45-64 anni,tempo libero,giorno medio settimanale 20:50 - 21:00,35.0
45-64 anni,tempo libero,giorno medio settimanale 21:00 - 21:10,47.4
45-64 anni,tempo libero,giorno medio settimanale 21:10 - 21:20,52.7
45-64 anni,tempo libero,giorno medio settimanale 21:20 - 21:30,57.2
45-64 anni,tempo libero,giorno medio settimanale 21:30 - 21:40,62.9
45-64 anni,tempo libero,giorno medio settimanale 21:40 - 21:50,65.4
45-64 anni,tempo libero,giorno medio settimanale 21:50 - 22:00,64.9
45-64 anni,tempo libero,giorno medio settimanale 22:00 - 22:10,58.6
45-64 anni,tempo libero,giorno medio settimanale 22:10 - 22:20,59.2
45-64 anni,tempo libero,giorno medio settimanale 22:20 - 22:30,58.6
45-64 anni,tempo libero,giorno medio settimanale 22:30 - 22:40,55.8
45-64 anni,tempo libero,giorno medio settimanale 22:40 - 22:50,54.5
45-64 anni,tempo libero,giorno medio settimanale 22:50 - 23:00,49.9
45-64 anni,tempo libero,giorno medio settimanale 23:00 - 23:10,32.3
45-64 anni,tempo libero,giorno medio settimanale 23:10 - 23:20,30.1
45-64 anni,tempo libero,giorno medio settimanale 23:20 - 23:30,27.2
45-64 anni,tempo libero,giorno medio settimanale 23:30 - 23:40,21.2
45-64 anni,tempo libero,giorno medio settimanale 23:40 - 23:50,18.7
45-64 anni,tempo libero,giorno medio settimanale 23:50 - 00:00,15.8
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 00:00 - 00:10,94.9
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 00:10 - 00:20,95.7
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 00:20 - 00:30,96.2
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 00:30 - 00:40,97.0
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 00:40 - 00:50,97.3
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 00:50 - 01:00,97.7
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 01:00 - 01:10,98.8
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 01:10 - 01:20,99.0
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 01:20 - 00:30,99.2
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 01:30 - 01:40,99.3
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 01:40 - 01:50,99.4
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 01:50 - 02:00,99.4
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 02:00 - 02:10,99.6
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 02:10 - 02:20,99.6
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 02:20 - 02:30,99.7
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 02:30 - 02:40,99.7
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 02:40 - 02:50,99.6
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 02:50 - 03:00,99.6
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 03:00 - 03:10,99.5
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 03:10 - 03:20,99.5
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 03:20 - 03:30,99.5
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 03:30 - 03:40,99.5
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 03:40 - 03:50,99.5
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 03:50 - 04:00,99.6
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 04:00 - 04:10,99.8
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 04:10 - 04:20,99.7
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 04:20 - 04:30,99.6
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 04:30 - 04:40,99.5
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 04:40 - 04:50,99.5
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 04:50 - 05:00,99.4
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 05:00 - 05:10,99.3
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 05:10 - 05:20,99.0
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 05:20 - 05:30,98.8
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 05:30 - 05:40,98.5
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 05:40 - 05:50,98.4
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 05:50 - 06:00,98.1
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 06:00 - 06:10,97.6
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 06:10 - 06:20,96.5
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 06:20 - 06:30,96.1
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 06:30 - 06:40,94.8
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 06:40 - 06:50,93.5
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 06:50 - 07:00,92.6
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 07:00 - 07:10,88.3
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 07:10 - 07:20,85.7
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 07:20 - 07:30,82.3
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 07:30 - 07:40,78.6
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 07:40 - 07:50,75.0
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 07:50 - 08:00,71.1
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 08:00 - 08:10,63.4
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 08:10 - 08:20,58.3
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 08:20 - 08:30,54.2
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 08:30 - 08:40,48.6
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 08:40 - 08:50,44.3
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 08:50 - 09:00,39.7
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 09:00 - 09:10,30.7
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 09:10 - 09:20,28.1
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 09:20 - 09:30,23.8
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 09:30 - 09:40,19.9
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 09:40 - 09:50,17.1
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 09:50 - 10:00,15.4
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 10:00 - 10:10,11.5
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 10:10 - 10:20,10.4
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 10:20 - 10:30,8.9
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 10:30 - 10:40,7.4
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 10:40 - 10:50,6.4
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 10:50 - 11:00,5.9
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 11:00 - 11:10,5.2
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 11:10 - 11:20,5.4
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 11:20 - 11:30,5.1
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 11:30 - 11:40,5.3
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 11:40 - 11:50,6.0
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 11:50 - 12:00,9.1
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 12:00 - 12:10,25.2
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 12:10 - 12:20,30.5
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 12:20 - 12:30,36.3
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 12:30 - 12:40,42.8
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 12:40 - 12:50,45.6
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 12:50 - 13:00,50.8
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 13:00 - 13:10,51.1
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 13:10 - 13:20,51.2
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 13:20 - 13:30,50.4
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 13:30 - 13:40,46.0
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 13:40 - 13:50,42.3
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 13:50 - 14:00,39.7
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 14:00 - 14:10,27.9
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 14:10 - 14:20,26.3
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 14:20 - 14:30,24.8
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 14:30 - 14:40,23.2
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 14:40 - 14:50,22.3
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 14:50 - 15:00,21.3
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 15:00 - 15:10,20.0
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 15:10 - 15:20,19.2
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 15:20 - 15:30,18.0
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 15:30 - 15:40,16.8
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 15:40 - 15:50,16.1
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 15:50 - 16:00,15.7
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 16:00 - 16:10,16.1
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 16:10 - 16:20,14.2
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 16:20 - 16:30,12.5
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 16:30 - 16:40,10.6
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 16:40 - 16:50,9.8
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 16:50 - 17:00,8.7
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 17:00 - 17:10,8.5
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 17:10 - 17:20,7.9
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 17:20 - 17:30,6.9
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 17:30 - 17:40,6.3
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 17:40 - 17:50,6.0
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 17:50 - 18:00,6.1
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 18:00 - 18:10,7.5
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 18:10 - 18:20,7.6
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 18:20 - 18:30,8.3
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 18:30 - 18:40,10.0
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 18:40 - 18:50,11.0
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 18:50 - 19:00,16.8
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 19:00 - 19:10,30.0
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 19:10 - 19:20,31.9
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 19:20 - 19:30,36.1
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 19:30 - 19:40,40.5
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 19:40 - 19:50,41.4
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 19:50 - 20:00,44.0
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 20:00 - 20:10,43.4
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 20:10 - 20:20,43.1
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 20:20 - 20:30,41.6
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 20:30 - 20:40,37.6
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 20:40 - 20:50,34.8
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 20:50 - 21:00,32.5
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 21:00 - 21:10,24.8
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 21:10 - 21:20,24.2
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 21:20 - 21:30,23.6
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 21:30 - 21:40,25.2
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 21:40 - 21:50,26.3
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 21:50 - 22:00,29.9
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 22:00 - 22:10,46.8
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 22:10 - 22:20,47.5
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 22:20 - 22:30,49.7
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 22:30 - 22:40,54.6
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 22:40 - 22:50,57.1
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 22:50 - 23:00,61.8
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 23:00 - 23:10,77.4
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 23:10 - 23:20,78.8
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 23:20 - 23:30,81.7
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 23:30 - 23:40,85.2
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 23:40 - 23:50,87.2
65 anni e più,"dormire, mangiare e altra cura della persona",giorno medio settimanale 23:50 - 00:00,89.1
65 anni e più,istruzione e formazione,giorno medio settimanale 07:00 - 07:10,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 07:10 - 07:20,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 07:20 - 07:30,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 07:30 - 07:40,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 07:40 - 07:50,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 07:50 - 08:00,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 08:00 - 08:10,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 08:10 - 08:20,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 08:20 - 08:30,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 08:30 - 08:40,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 08:40 - 08:50,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 08:50 - 09:00,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 09:00 - 09:10,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 09:10 - 09:20,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 09:20 - 09:30,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 09:30 - 09:40,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 09:40 - 09:50,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 09:50 - 10:00,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 10:00 - 10:10,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 10:10 - 10:20,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 10:20 - 10:30,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 10:30 - 10:40,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 10:40 - 10:50,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 10:50 - 11:00,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 11:00 - 11:10,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 11:10 - 11:20,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 11:20 - 11:30,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 11:30 - 11:40,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 11:40 - 11:50,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 11:50 - 12:00,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 12:00 - 12:10,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 12:10 - 12:20,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 12:20 - 12:30,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 12:30 - 12:40,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 12:40 - 12:50,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 12:50 - 13:00,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 13:00 - 13:10,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 13:10 - 13:20,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 13:20 - 13:30,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 13:30 - 13:40,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 13:40 - 13:50,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 13:50 - 14:00,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 14:00 - 14:10,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 14:10 - 14:20,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 14:20 - 14:30,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 14:30 - 14:40,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 14:40 - 14:50,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 14:50 - 15:00,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 15:00 - 15:10,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 15:10 - 15:20,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 15:20 - 15:30,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 15:30 - 15:40,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 15:40 - 15:50,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 15:50 - 16:00,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 16:00 - 16:10,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 16:10 - 16:20,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 16:20 - 16:30,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 16:30 - 16:40,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 16:40 - 16:50,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 16:50 - 17:00,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 17:00 - 17:10,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 17:10 - 17:20,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 17:20 - 17:30,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 17:30 - 17:40,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 17:40 - 17:50,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 17:50 - 18:00,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 18:00 - 18:10,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 18:10 - 18:20,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 18:20 - 18:30,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 18:30 - 18:40,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 18:40 - 18:50,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 18:50 - 19:00,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 19:00 - 19:10,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 19:10 - 19:20,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 19:20 - 19:30,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 19:30 - 19:40,0.1
